date,time,workday,weather,1040-236-2,9000000820-2,9000001506-2
2019-03-08,22.0,1,good,57.0,,
2019-03-08,23.0,1,good,35.0,,
2019-03-09,0.0,0,good,20.0,,
2019-03-09,1.0,0,good,14.0,,
2019-03-09,2.0,0,good,16.0,,
2019-03-09,3.0,0,good,12.0,,
2019-03-09,4.0,0,good,21.0,,
2019-03-09,5.0,0,good,54.0,,
2019-03-09,6.0,0,good,111.0,,
2019-03-09,7.0,0,good,163.0,,
2019-03-09,8.0,0,good,188.0,,
2019-03-09,9.0,0,good,223.0,,
2019-03-09,10.0,0,good,195.0,,
2019-03-09,11.0,0,good,178.0,,
2019-03-09,12.0,0,good,176.0,,
2019-03-09,13.0,0,good,172.0,,
2019-03-09,14.0,0,good,194.0,,
2019-03-09,15.0,0,good,186.0,,
2019-03-09,16.0,0,good,174.0,,
2019-03-09,17.0,0,good,200.0,,
2019-03-09,18.0,0,good,208.0,,
2019-03-09,19.0,0,good,125.0,,
2019-03-09,20.0,0,good,113.0,,
2019-03-09,21.0,0,good,60.0,,
2019-03-09,22.0,0,good,51.0,,
2019-03-09,23.0,0,good,38.0,,
2019-03-10,0.0,0,good,27.0,,
2019-03-10,1.0,0,good,17.0,,
2019-03-10,2.0,0,good,9.0,,
2019-03-10,3.0,0,good,8.0,,
2019-03-10,4.0,0,good,15.0,,
2019-03-10,5.0,0,good,32.0,,
2019-03-10,6.0,0,good,46.0,,
2019-03-10,7.0,0,good,59.0,,
2019-03-10,8.0,0,good,112.0,,
2019-03-10,9.0,0,good,137.0,,
2019-03-10,10.0,0,good,166.0,,
2019-03-10,11.0,0,good,144.0,,
2019-03-10,12.0,0,good,156.0,,
2019-03-10,13.0,0,good,148.0,,
2019-03-10,14.0,0,good,160.0,,
2019-03-10,15.0,0,good,165.0,,
2019-03-10,16.0,0,good,211.0,,
2019-03-10,17.0,0,good,205.0,,
2019-03-10,18.0,0,good,216.0,,
2019-03-10,19.0,0,good,150.0,,
2019-03-10,20.0,0,good,68.0,,
2019-03-10,21.0,0,good,48.0,,
2019-03-10,22.0,0,good,24.0,,
2019-03-10,23.0,0,good,17.0,,
2019-03-11,0.0,1,bad,6.0,,
2019-03-11,1.0,1,bad,4.0,,
2019-03-11,2.0,1,bad,6.0,,
2019-03-11,3.0,1,bad,6.0,,
2019-03-11,4.0,1,bad,27.0,,
2019-03-11,5.0,1,bad,188.0,,
2019-03-11,6.0,1,bad,,,
2019-03-11,7.0,1,bad,,,
2019-03-11,8.0,1,bad,488.0,,
2019-03-11,9.0,1,bad,256.0,,
2019-03-11,10.0,1,bad,172.0,,
2019-03-11,11.0,1,bad,196.0,,
2019-03-11,12.0,1,bad,175.0,,
2019-03-11,13.0,1,bad,199.0,,
2019-03-11,14.0,1,bad,227.0,,
2019-03-11,17.0,1,bad,208.0,,
2019-03-11,18.0,1,bad,186.0,,
2019-03-11,19.0,1,bad,138.0,,
2019-03-11,20.0,1,bad,83.0,,
2019-03-11,21.0,1,bad,60.0,,
2019-03-11,22.0,1,bad,30.0,,
2019-03-11,23.0,1,bad,12.0,,
2019-03-12,0.0,1,good,8.0,,
2019-03-12,1.0,1,good,4.0,,
2019-03-12,2.0,1,good,3.0,,
2019-03-12,3.0,1,good,5.0,,
2019-03-12,4.0,1,good,27.0,,
2019-03-12,5.0,1,good,190.0,,
2019-03-12,6.0,1,good,,,
2019-03-12,7.0,1,good,,,
2019-03-12,8.0,1,good,479.0,,
2019-03-12,9.0,1,good,242.0,,
2019-03-12,10.0,1,good,186.0,,
2019-03-12,11.0,1,good,175.0,,
2019-03-12,12.0,1,good,205.0,,
2019-03-12,13.0,1,good,211.0,,
2019-03-12,14.0,1,good,244.0,,
2019-03-12,17.0,1,good,307.0,,
2019-03-12,18.0,1,good,228.0,,
2019-03-12,19.0,1,good,165.0,,
2019-03-12,20.0,1,good,111.0,,
2019-03-12,21.0,1,good,62.0,,
2019-03-12,22.0,1,good,37.0,,
2019-03-12,23.0,1,good,25.0,,
2019-03-13,0.0,1,bad,9.0,,
2019-03-13,1.0,1,bad,3.0,,
2019-03-13,2.0,1,bad,6.0,,
2019-03-13,3.0,1,bad,6.0,,
2019-03-13,4.0,1,bad,31.0,,
2019-03-13,5.0,1,bad,187.0,,
2019-03-13,6.0,1,bad,,,
2019-03-13,7.0,1,bad,,,
2019-03-13,8.0,1,bad,427.0,,
2019-03-13,9.0,1,bad,220.0,,
2019-03-13,10.0,1,bad,194.0,,
2019-03-13,11.0,1,bad,194.0,,
2019-03-13,12.0,1,bad,223.0,,
2019-03-13,13.0,1,bad,200.0,,
2019-03-13,14.0,1,bad,225.0,,
2019-03-13,17.0,1,bad,234.0,,
2019-03-13,18.0,1,bad,198.0,,
2019-03-13,19.0,1,bad,159.0,,
2019-03-13,20.0,1,bad,102.0,,
2019-03-13,21.0,1,bad,62.0,,
2019-03-13,22.0,1,bad,35.0,,
2019-03-13,23.0,1,bad,21.0,,
2019-03-14,0.0,1,good,6.0,,
2019-03-14,1.0,1,good,3.0,,
2019-03-14,2.0,1,good,4.0,,
2019-03-14,3.0,1,good,6.0,,
2019-03-14,4.0,1,good,23.0,,
2019-03-14,5.0,1,good,176.0,,
2019-03-14,6.0,1,good,,,
2019-03-14,7.0,1,good,,,
2019-03-14,8.0,1,good,466.0,,
2019-03-14,9.0,1,good,276.0,,
2019-03-14,10.0,1,good,210.0,,
2019-03-14,11.0,1,good,196.0,,
2019-03-14,12.0,1,good,228.0,,
2019-03-14,13.0,1,good,203.0,,
2019-03-14,14.0,1,good,250.0,,
2019-03-14,17.0,1,good,268.0,,
2019-03-14,18.0,1,good,226.0,,
2019-03-14,19.0,1,good,156.0,,
2019-03-14,20.0,1,good,100.0,,
2019-03-14,21.0,1,good,61.0,,
2019-03-14,22.0,1,good,35.0,,
2019-03-14,23.0,1,good,14.0,,
2019-03-15,0.0,1,good,14.0,,
2019-03-15,1.0,1,good,3.0,,
2019-03-15,2.0,1,good,3.0,,
2019-03-15,3.0,1,good,11.0,,
2019-03-15,4.0,1,good,25.0,,
2019-03-15,5.0,1,good,192.0,,
2019-03-15,6.0,1,good,,,
2019-03-15,7.0,1,good,,,
2019-03-15,8.0,1,good,490.0,,
2019-03-15,9.0,1,good,270.0,,
2019-03-15,10.0,1,good,202.0,,
2019-03-15,11.0,1,good,228.0,,
2019-03-15,12.0,1,good,179.0,,
2019-03-15,13.0,1,good,210.0,,
2019-03-15,14.0,1,good,242.0,,
2019-03-15,16.0,1,good,265.0,,
2019-03-15,17.0,1,good,247.0,,
2019-03-15,18.0,1,good,235.0,,
2019-03-15,19.0,1,good,180.0,,
2019-03-15,20.0,1,good,109.0,,
2019-03-15,21.0,1,good,71.0,,
2019-03-15,22.0,1,good,47.0,,
2019-03-15,23.0,1,good,28.0,,
2019-03-16,0.0,0,good,19.0,,
2019-03-16,1.0,0,good,17.0,,
2019-03-16,2.0,0,good,14.0,,
2019-03-16,3.0,0,good,7.0,,
2019-03-16,4.0,0,good,20.0,,
2019-03-16,5.0,0,good,71.0,,
2019-03-16,6.0,0,good,117.0,,
2019-03-16,7.0,0,good,162.0,,
2019-03-16,8.0,0,good,189.0,,
2019-03-16,9.0,0,good,205.0,,
2019-03-16,10.0,0,good,194.0,,
2019-03-16,11.0,0,good,177.0,,
2019-03-16,12.0,0,good,149.0,,
2019-03-16,13.0,0,good,180.0,,
2019-03-16,14.0,0,good,174.0,,
2019-03-16,15.0,0,good,199.0,,
2019-03-16,16.0,0,good,212.0,,
2019-03-16,17.0,0,good,212.0,,
2019-03-16,18.0,0,good,228.0,,
2019-03-16,19.0,0,good,166.0,,
2019-03-16,20.0,0,good,108.0,,
2019-03-16,21.0,0,good,66.0,,
2019-03-16,22.0,0,good,48.0,,
2019-03-16,23.0,0,good,32.0,,
2019-03-17,0.0,0,good,26.0,,
2019-03-17,1.0,0,good,15.0,,
2019-03-17,2.0,0,good,11.0,,
2019-03-17,3.0,0,good,16.0,,
2019-03-17,4.0,0,good,10.0,,
2019-03-17,5.0,0,good,39.0,,
2019-03-17,6.0,0,good,53.0,,
2019-03-17,7.0,0,good,78.0,,
2019-03-17,8.0,0,good,112.0,,
2019-03-17,9.0,0,good,113.0,,
2019-03-17,10.0,0,good,145.0,,
2019-03-17,11.0,0,good,141.0,,
2019-03-17,12.0,0,good,138.0,,
2019-03-17,13.0,0,good,153.0,,
2019-03-17,14.0,0,good,144.0,,
2019-03-17,15.0,0,good,201.0,,
2019-03-17,16.0,0,good,219.0,,
2019-03-17,17.0,0,good,210.0,,
2019-03-17,18.0,0,good,198.0,,
2019-03-17,19.0,0,good,194.0,,
2019-03-17,20.0,0,good,64.0,,
2019-03-17,21.0,0,good,41.0,,
2019-03-17,22.0,0,good,30.0,,
2019-03-17,23.0,0,good,15.0,,
2019-03-18,0.0,1,bad,10.0,,
2019-03-18,1.0,1,bad,3.0,,
2019-03-18,2.0,1,bad,1.0,,
2019-03-18,3.0,1,bad,8.0,,
2019-03-18,4.0,1,bad,37.0,,
2019-03-18,5.0,1,bad,185.0,,
2019-03-18,6.0,1,bad,,,
2019-03-18,7.0,1,bad,,,
2019-03-18,8.0,1,bad,488.0,,
2019-03-18,9.0,1,bad,221.0,,
2019-03-18,10.0,1,bad,197.0,,
2019-03-18,11.0,1,bad,162.0,,
2019-03-18,12.0,1,bad,207.0,,
2019-03-18,13.0,1,bad,184.0,,
2019-03-18,14.0,1,bad,214.0,,
2019-03-18,17.0,1,bad,226.0,,
2019-03-18,18.0,1,bad,199.0,,
2019-03-18,19.0,1,bad,130.0,,
2019-03-18,20.0,1,bad,90.0,,
2019-03-18,21.0,1,bad,50.0,,
2019-03-18,22.0,1,bad,27.0,,
2019-03-18,23.0,1,bad,14.0,,
2019-03-19,0.0,1,bad,8.0,,
2019-03-19,1.0,1,bad,6.0,,
2019-03-19,2.0,1,bad,1.0,,
2019-03-19,3.0,1,bad,9.0,,
2019-03-19,4.0,1,bad,34.0,,
2019-03-19,5.0,1,bad,191.0,,
2019-03-19,6.0,1,bad,,,
2019-03-19,7.0,1,bad,,,
2019-03-19,8.0,1,bad,448.0,,
2019-03-19,9.0,1,bad,236.0,,
2019-03-19,10.0,1,bad,212.0,,
2019-03-19,11.0,1,bad,172.0,,
2019-03-19,12.0,1,bad,186.0,,
2019-03-19,13.0,1,bad,208.0,,
2019-03-19,14.0,1,bad,225.0,,
2019-03-19,17.0,1,bad,243.0,,
2019-03-19,18.0,1,bad,230.0,,
2019-03-19,19.0,1,bad,149.0,,
2019-03-19,20.0,1,bad,99.0,,
2019-03-19,21.0,1,bad,58.0,,
2019-03-19,22.0,1,bad,41.0,,
2019-03-19,23.0,1,bad,16.0,,
2019-03-20,0.0,1,good,7.0,,
2019-03-20,1.0,1,good,2.0,,
2019-03-20,2.0,1,good,4.0,,
2019-03-20,3.0,1,good,8.0,,
2019-03-20,4.0,1,good,37.0,,
2019-03-20,5.0,1,good,191.0,,
2019-03-20,6.0,1,good,,,
2019-03-20,7.0,1,good,,,
2019-03-20,8.0,1,good,439.0,,
2019-03-20,9.0,1,good,236.0,,
2019-03-20,10.0,1,good,217.0,,
2019-03-20,11.0,1,good,219.0,,
2019-03-20,12.0,1,good,208.0,,
2019-03-20,13.0,1,good,195.0,,
2019-03-20,14.0,1,good,255.0,,
2019-03-20,17.0,1,good,229.0,,
2019-03-20,18.0,1,good,237.0,,
2019-03-20,19.0,1,good,141.0,,
2019-03-20,20.0,1,good,105.0,,
2019-03-20,21.0,1,good,69.0,,
2019-03-20,22.0,1,good,39.0,,
2019-03-20,23.0,1,good,20.0,,
2019-03-21,0.0,1,good,5.0,,
2019-03-21,1.0,1,good,2.0,,
2019-03-21,2.0,1,good,3.0,,
2019-03-21,3.0,1,good,4.0,,
2019-03-21,4.0,1,good,33.0,,
2019-03-21,5.0,1,good,192.0,,
2019-03-21,6.0,1,good,,,
2019-03-21,7.0,1,good,,,
2019-03-21,8.0,1,good,384.0,,
2019-03-21,9.0,1,good,248.0,,
2019-03-21,10.0,1,good,207.0,,
2019-03-21,11.0,1,good,192.0,,
2019-03-21,12.0,1,good,219.0,,
2019-03-21,13.0,1,good,237.0,,
2019-03-21,14.0,1,good,220.0,,
2019-03-21,17.0,1,good,291.0,,
2019-03-21,18.0,1,good,255.0,,
2019-03-21,19.0,1,good,167.0,,
2019-03-21,20.0,1,good,112.0,,
2019-03-21,21.0,1,good,57.0,,
2019-03-21,22.0,1,good,35.0,,
2019-03-21,23.0,1,good,19.0,,
2019-03-22,0.0,1,good,12.0,,
2019-03-22,1.0,1,good,6.0,,
2019-03-22,2.0,1,good,4.0,,
2019-03-22,3.0,1,good,11.0,,
2019-03-22,4.0,1,good,34.0,,
2019-03-22,5.0,1,good,170.0,,
2019-03-22,6.0,1,good,,,
2019-03-22,7.0,1,good,,,
2019-03-22,8.0,1,good,421.0,,
2019-03-22,9.0,1,good,253.0,,
2019-03-22,10.0,1,good,207.0,,
2019-03-22,11.0,1,good,214.0,,
2019-03-22,12.0,1,good,203.0,,
2019-03-22,13.0,1,good,209.0,,
2019-03-22,14.0,1,good,229.0,,
2019-03-22,16.0,1,good,284.0,,
2019-03-22,17.0,1,good,287.0,,
2019-03-22,18.0,1,good,259.0,,
2019-03-22,19.0,1,good,202.0,,
2019-03-22,20.0,1,good,113.0,,
2019-03-22,21.0,1,good,78.0,,
2019-03-22,22.0,1,good,70.0,,
2019-03-22,23.0,1,good,29.0,,
2019-03-23,0.0,0,good,15.0,,
2019-03-23,1.0,0,good,14.0,,
2019-03-23,2.0,0,good,6.0,,
2019-03-23,3.0,0,good,12.0,,
2019-03-23,4.0,0,good,16.0,,
2019-03-23,5.0,0,good,62.0,,
2019-03-23,6.0,0,good,122.0,,
2019-03-23,7.0,0,good,157.0,,
2019-03-23,8.0,0,good,214.0,,
2019-03-23,9.0,0,good,214.0,,
2019-03-23,10.0,0,good,193.0,,
2019-03-23,11.0,0,good,127.0,,
2019-03-23,12.0,0,good,173.0,,
2019-03-23,13.0,0,good,184.0,,
2019-03-23,14.0,0,good,195.0,,
2019-03-23,15.0,0,good,206.0,,
2019-03-23,16.0,0,good,208.0,,
2019-03-23,17.0,0,good,220.0,,
2019-03-23,18.0,0,good,242.0,,
2019-03-23,19.0,0,good,161.0,,
2019-03-23,20.0,0,good,108.0,,
2019-03-23,21.0,0,good,70.0,,
2019-03-23,22.0,0,good,44.0,,
2019-03-23,23.0,0,good,38.0,,
2019-03-24,0.0,0,good,26.0,,
2019-03-24,1.0,0,good,16.0,,
2019-03-24,2.0,0,good,7.0,,
2019-03-24,3.0,0,good,12.0,,
2019-03-24,4.0,0,good,28.0,,
2019-03-24,5.0,0,good,41.0,,
2019-03-24,6.0,0,good,56.0,,
2019-03-24,7.0,0,good,77.0,,
2019-03-24,8.0,0,good,112.0,,
2019-03-24,9.0,0,good,166.0,,
2019-03-24,10.0,0,good,133.0,,
2019-03-24,11.0,0,good,118.0,,
2019-03-24,12.0,0,good,178.0,,
2019-03-24,13.0,0,good,163.0,,
2019-03-24,14.0,0,good,178.0,,
2019-03-24,15.0,0,good,220.0,,
2019-03-24,16.0,0,good,277.0,,
2019-03-24,17.0,0,good,309.0,,
2019-03-24,18.0,0,good,295.0,,
2019-03-24,19.0,0,good,195.0,,
2019-03-24,20.0,0,good,82.0,,
2019-03-24,21.0,0,good,44.0,,
2019-03-24,22.0,0,good,33.0,,
2019-03-24,23.0,0,good,19.0,,
2019-03-25,0.0,1,bad,5.0,,
2019-03-25,1.0,1,bad,4.0,,
2019-03-25,2.0,1,bad,2.0,,
2019-03-25,3.0,1,bad,10.0,,
2019-03-25,4.0,1,bad,27.0,,
2019-03-25,5.0,1,bad,189.0,,
2019-03-25,6.0,1,bad,,,
2019-03-25,7.0,1,bad,,,
2019-03-25,8.0,1,bad,449.0,,
2019-03-25,9.0,1,bad,264.0,,
2019-03-25,10.0,1,bad,179.0,,
2019-03-25,11.0,1,bad,201.0,,
2019-03-25,12.0,1,bad,215.0,,
2019-03-25,13.0,1,bad,211.0,,
2019-03-25,14.0,1,bad,204.0,,
2019-03-25,17.0,1,bad,253.0,,
2019-03-25,18.0,1,bad,190.0,,
2019-03-25,19.0,1,bad,134.0,,
2019-03-25,20.0,1,bad,106.0,,
2019-03-25,21.0,1,bad,50.0,,
2019-03-25,22.0,1,bad,29.0,,
2019-03-25,23.0,1,bad,13.0,,
2019-03-26,0.0,1,good,6.0,,
2019-03-26,1.0,1,good,7.0,,
2019-03-26,2.0,1,good,1.0,,
2019-03-26,3.0,1,good,7.0,,
2019-03-26,4.0,1,good,30.0,,
2019-03-26,5.0,1,good,212.0,,
2019-03-26,6.0,1,good,,,
2019-03-26,7.0,1,good,,,
2019-03-26,8.0,1,good,464.0,,
2019-03-26,9.0,1,good,254.0,,
2019-03-26,10.0,1,good,202.0,,
2019-03-26,11.0,1,good,207.0,,
2019-03-26,12.0,1,good,194.0,,
2019-03-26,13.0,1,good,205.0,,
2019-03-26,14.0,1,good,199.0,,
2019-03-26,16.0,1,good,225.0,,
2019-03-26,17.0,1,good,281.0,,
2019-03-26,18.0,1,good,250.0,,
2019-03-26,19.0,1,good,160.0,,
2019-03-26,20.0,1,good,111.0,,
2019-03-26,21.0,1,good,66.0,,
2019-03-26,22.0,1,good,27.0,,
2019-03-26,23.0,1,good,15.0,,
2019-03-27,0.0,1,good,9.0,,
2019-03-27,1.0,1,good,4.0,,
2019-03-27,2.0,1,good,2.0,,
2019-03-27,3.0,1,good,10.0,,
2019-03-27,4.0,1,good,35.0,,
2019-03-27,5.0,1,good,194.0,,
2019-03-27,6.0,1,good,,,
2019-03-27,7.0,1,good,,,
2019-03-27,8.0,1,good,479.0,,
2019-03-27,9.0,1,good,276.0,,
2019-03-27,10.0,1,good,194.0,,
2019-03-27,11.0,1,good,220.0,,
2019-03-27,12.0,1,good,222.0,,
2019-03-27,13.0,1,good,215.0,,
2019-03-27,14.0,1,good,233.0,,
2019-03-27,16.0,1,good,229.0,,
2019-03-27,17.0,1,good,267.0,,
2019-03-27,18.0,1,good,238.0,,
2019-03-27,19.0,1,good,150.0,,
2019-03-27,20.0,1,good,88.0,,
2019-03-27,21.0,1,good,57.0,,
2019-03-27,22.0,1,good,32.0,,
2019-03-27,23.0,1,good,10.0,,
2019-03-28,0.0,1,good,8.0,,
2019-03-28,1.0,1,good,9.0,,
2019-03-28,2.0,1,good,0.0,,
2019-03-28,3.0,1,good,11.0,,
2019-03-28,4.0,1,good,30.0,,
2019-03-28,5.0,1,good,189.0,,
2019-03-28,6.0,1,good,,,
2019-03-28,7.0,1,good,,,
2019-03-28,8.0,1,good,425.0,,
2019-03-28,9.0,1,good,265.0,,
2019-03-28,10.0,1,good,202.0,,
2019-03-28,11.0,1,good,201.0,,
2019-03-28,12.0,1,good,209.0,,
2019-03-28,13.0,1,good,195.0,,
2019-03-28,14.0,1,good,227.0,,
2019-03-28,17.0,1,good,277.0,,
2019-03-28,18.0,1,good,216.0,,
2019-03-28,19.0,1,good,171.0,,
2019-03-28,20.0,1,good,104.0,,
2019-03-28,21.0,1,good,71.0,,
2019-03-28,22.0,1,good,38.0,,
2019-03-28,23.0,1,good,23.0,,
2019-03-29,0.0,1,good,12.0,,
2019-03-29,1.0,1,good,7.0,,
2019-03-29,2.0,1,good,7.0,,
2019-03-29,3.0,1,good,9.0,,
2019-03-29,4.0,1,good,35.0,,
2019-03-29,5.0,1,good,202.0,,
2019-03-29,6.0,1,good,,,
2019-03-29,7.0,1,good,,,
2019-03-29,8.0,1,good,425.0,,
2019-03-29,9.0,1,good,274.0,,
2019-03-29,10.0,1,good,227.0,,
2019-03-29,11.0,1,good,219.0,,
2019-03-29,12.0,1,good,207.0,,
2019-03-29,13.0,1,good,221.0,,
2019-03-29,14.0,1,good,224.0,,
2019-03-29,15.0,1,good,247.0,,
2019-03-29,16.0,1,good,258.0,,
2019-03-29,17.0,1,good,257.0,,
2019-03-29,18.0,1,good,247.0,,
2019-03-29,19.0,1,good,178.0,,
2019-03-29,20.0,1,good,131.0,,
